Award ID,Description,Contract Award Type,naics,naics_description,Recipient Name,Awarding Agency,awarding_agency_id,Start Date,End Date,Award Amount,base_and_all_options,generated_internal_id,generated_unique_award_id,internal_id,number_of_offers_received,Last Modified Date,base_and_all_options,Period of Performance Current End Date,Prime Recipient Name,Sub-Awardee Name,Sub-Award Amount,Funding Agency,Contract Duration,Contract Duration (Years),Days Until Contract Ends,Contract Status,Months Until Contract Ends,SortMonthBins,NAICSCodeDesc,AwardAmount_Binned,SortAmountBins,PastAwards_URL
W91QF419F0254,RUCKUS WATCHDOG REMOTE SUPPORT RENEWAL,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2019-09-24,2021-09-29,105025.32,105025.32,CONT_AWD_W91QF419F0254_9700_W52P1J16D0008_9700,CONT_AWD_W91QF419F0254_9700_W52P1J16D0008_9700,93650023,3,2020-03-12,105025.32,,,,,Department of Defense,736.0,2,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QF419F0254_9700_W52P1J16D0008_9700
W91QF418F0126,MISSION DATA CENTER MANAGEMENT SUPPORT,DELIVERY ORDER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2018-08-10,2022-03-09,6220120.94,6220120.94,CONT_AWD_W91QF418F0126_9700_W91QF417D0003_9700,CONT_AWD_W91QF418F0126_9700_W91QF417D0003_9700,88851832,4,2022-04-02,6220120.94,,,,,Department of Defense,1307.0,4,Contract Expired,Expired,Contract/s Expired,,541690: OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_W91QF418F0126_9700_W91QF417D0003_9700
W91QF418F0001,SHARP IMT TRAINING,DELIVERY ORDER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-02-26,2021-02-28,7415359.29,7415359.29,CONT_AWD_W91QF418F0001_9700_W91QF417D0001_9700,CONT_AWD_W91QF418F0001_9700_W91QF417D0001_9700,66360326,1,2021-03-08,7415359.29,,,,,Department of Defense,1098.0,3,Contract Expired,Expired,Contract/s Expired,,541690: OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_W91QF418F0001_9700_W91QF417D0001_9700
W91QF417F0068,IGF::OT::IGF UAP SUPPORT,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-09-22,2020-09-26,1187554.49,1187554.49,CONT_AWD_W91QF417F0068_9700_GS00Q14OADU108_4732,CONT_AWD_W91QF417F0068_9700_GS00Q14OADU108_4732,38544698,2,2023-06-26,1187554.49,,,,,Department of Defense,1100.0,3,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91QF417F0068_9700_GS00Q14OADU108_4732
W91QF417F0052,IGF::OT::IGF TRAINING SUPPORT REQUIREMENT,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-09-11,2020-09-17,981824.71,981824.71,CONT_AWD_W91QF417F0052_9700_GS00Q14OADU108_4732,CONT_AWD_W91QF417F0052_9700_GS00Q14OADU108_4732,38544684,3,2023-06-26,981824.71,,,,,Department of Defense,1102.0,3,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QF417F0052_9700_GS00Q14OADU108_4732
W91QF417F0044,IGF::OT::IGF PERSONNEL RECOVERY SUPPORT,DELIVERY ORDER,541330,ENGINEERING SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2017-08-21,2019-08-31,651119.13,651119.13,CONT_AWD_W91QF417F0044_9700_GS00Q14OADU116_4732,CONT_AWD_W91QF417F0044_9700_GS00Q14OADU116_4732,38544677,1,2021-01-24,651119.13,,,,,Department of Defense,740.0,2,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QF417F0044_9700_GS00Q14OADU116_4732
W91QF417F0011,IGF::OT::IGF IT-IM-KM SUPPORT SERVICES,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-04-18,2021-05-31,3708640.45,3708640.45,CONT_AWD_W91QF417F0011_9700_GS00Q09BGD0019_4735,CONT_AWD_W91QF417F0011_9700_GS00Q09BGD0019_4735,38544646,2,2021-09-14,3708640.45,,,,,Department of Defense,1504.0,4,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91QF417F0011_9700_GS00Q09BGD0019_4735
W91QF416F0029,IGF::OT::IGF,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2016-09-15,2019-09-14,402211.94,683503.8,CONT_AWD_W91QF416F0029_9700_GS00Q14OADU108_4732,CONT_AWD_W91QF416F0029_9700_GS00Q14OADU108_4732,38544539,3,2023-06-26,683503.8,,,,,Department of Defense,1094.0,3,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QF416F0029_9700_GS00Q14OADU108_4732
W91QF020P0003,IBM SPSS STATISTICS BASE,PURCHASE ORDER,511210,SOFTWARE PUBLISHERS,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2019-10-01,2019-10-01,13298.0,13298.0,CONT_AWD_W91QF020P0003_9700_-NONE-_-NONE-,CONT_AWD_W91QF020P0003_9700_-NONE-_-NONE-,93824491,1,2019-12-13,13298.0,,,,,Department of Defense,0.0,0,Contract Expired,Expired,Contract/s Expired,,511210: SOFTWARE PUBLISHERS,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QF020P0003_9700_-NONE-_-NONE-
W91QEX19F00D3,SENIOR COUNTER TERRORISM ANALYST,DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-09-23,2024-03-22,10870463.34,22008910.02,CONT_AWD_W91QEX19F00D3_9700_W15P7T17D0142_9700,CONT_AWD_W91QEX19F00D3_9700_W15P7T17D0142_9700,92623211,2,2023-04-24,22008910.02,,,,,Department of Defense,1642.0,4,160,Active,3-6 months,2.0,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_W91QEX19F00D3_9700_W15P7T17D0142_9700
W91QEX16P0018,IGF::OT::IGF - DIALOGO 3-MONTH BRIDGE CONTRACT,PURCHASE ORDER,519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2016-03-15,2016-06-20,569780.7,569780.7,CONT_AWD_W91QEX16P0018_9700_-NONE-_-NONE-,CONT_AWD_W91QEX16P0018_9700_-NONE-_-NONE-,38529842,1,2021-02-27,569780.7,,,,,Department of Defense,97.0,0,Contract Expired,Expired,Contract/s Expired,,519130: INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91QEX16P0018_9700_-NONE-_-NONE-
W91QEX14F1B26,LABOR BASE YEAR,DELIVERY ORDER,541910,MARKETING RESEARCH AND PUBLIC OPINION POLLING,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2014-09-10,2016-03-20,2769346.46,2769346.46,CONT_AWD_W91QEX14F1B26_9700_GS23F0351N_4730,CONT_AWD_W91QEX14F1B26_9700_GS23F0351N_4730,38529631,1,2020-06-16,2769346.46,,,,,Department of Defense,557.0,2,Contract Expired,Expired,Contract/s Expired,,541910: MARKETING RESEARCH AND PUBLIC OPINION POLLING,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91QEX14F1B26_9700_GS23F0351N_4730
W91CRB22F0383,PEO SOLDIER FINANCIAL IMPROVEMENT AUDIT READINESS (FIAR) SERVICES FOLLOW-ON CONTRACT.,DELIVERY ORDER,541519,OTHER COMPUTER RELATED SERVICES,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2022-08-20,2023-08-19,2709190.93,15884716.35,CONT_AWD_W91CRB22F0383_9700_W52P1J18DA032_9700,CONT_AWD_W91CRB22F0383_9700_W52P1J18DA032_9700,154155550,1,2023-05-16,15884716.35,,,,,Department of Defense,364.0,1,Contract Expired,Expired,Contract/s Expired,,541519: OTHER COMPUTER RELATED SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91CRB22F0383_9700_W52P1J18DA032_9700
W91CRB21C0054,CACI - MAYVIN MPA BASE YEAR,DEFINITIVE CONTRACT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","CACI, INC. - FEDERAL",Department of Defense,1173.0,2021-09-30,2023-09-29,599827.9,599827.9,CONT_AWD_W91CRB21C0054_9700_-NONE-_-NONE-,CONT_AWD_W91CRB21C0054_9700_-NONE-_-NONE-,144965529,1,2023-02-23,599827.9,,,,,Department of Defense,729.0,2,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91CRB21C0054_9700_-NONE-_-NONE-
W91CRB19F0151,PEO SOLDIER FINANCIAL IMPROVEMENT AUDIT READINESS (FIAR) SERVICES,DELIVERY ORDER,541519,OTHER COMPUTER RELATED SERVICES,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2019-05-20,2022-08-19,8726346.59,11430488.47,CONT_AWD_W91CRB19F0151_9700_W52P1J18DA032_9700,CONT_AWD_W91CRB19F0151_9700_W52P1J18DA032_9700,87933359,1,2023-07-13,11430488.47,,,,,Department of Defense,1187.0,3,Contract Expired,Expired,Contract/s Expired,,541519: OTHER COMPUTER RELATED SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_W91CRB19F0151_9700_W52P1J18DA032_9700
W91CRB19F0106,IGF::OT::IGF TRANSITION IN AND BASE YEAR AWARD FOR SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE (SETA),DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","CACI, INC. - FEDERAL",Department of Defense,1173.0,2019-02-22,2023-12-21,83838865.13,85855863.1,CONT_AWD_W91CRB19F0106_9700_W15P7T17D0138_9700,CONT_AWD_W91CRB19F0106_9700_W15P7T17D0138_9700,80907010,5,2023-05-11,85855863.1,,,,,Department of Defense,1763.0,5,68,Active,0-3 months,1.0,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB19F0106_9700_W15P7T17D0138_9700
W91CRB16F0005,IGF::OT::IGF NON-PERSONAL SERVICES CONTRACT TO ADDRESS ISSUES IMPEDING THE AUDITABILITY OF THE ARMY'S WORKING CAPITAL FUND (AWCF) FINANCIAL STATEMENTS AND TO ENHANCE THE ARMY'S FINANCIAL IMPROVEMENT PLAN'S (FIP) EFFECTIVENESS AND ACHIEVE AWCF AUDITABLE FINANCIAL STATEMENTS.,DELIVERY ORDER,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,GUIDEHOUSE LLP,Department of Defense,1173.0,2015-12-18,2018-12-30,15061386.62,15061386.62,CONT_AWD_W91CRB16F0005_9700_GS23F0165N_4730,CONT_AWD_W91CRB16F0005_9700_GS23F0165N_4730,38479166,2,2022-02-10,15061386.62,,,,,Department of Defense,1108.0,3,Contract Expired,Expired,Contract/s Expired,,541211: OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB16F0005_9700_GS23F0165N_4730
W91CRB15C0023,ARMY EQUIPPING ENTERPRISE SYSTEM AE2S,DEFINITIVE CONTRACT,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,DELOITTE CONSULTING LLP,Department of Defense,1173.0,2015-04-15,2020-06-14,45580576.56,45580576.56,CONT_AWD_W91CRB15C0023_9700_-NONE-_-NONE-,CONT_AWD_W91CRB15C0023_9700_-NONE-_-NONE-,38478833,4,2023-06-29,45580576.56,,,,,Department of Defense,1887.0,5,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB15C0023_9700_-NONE-_-NONE-
W91CRB15C0021,IGF::CT::IGF DASA DE&C CONSOLIDATED SECURITY COOPERATION SUPPORT SERVICES,DEFINITIVE CONTRACT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2015-03-24,2020-10-31,37028496.13,40606565.32,CONT_AWD_W91CRB15C0021_9700_-NONE-_-NONE-,CONT_AWD_W91CRB15C0021_9700_-NONE-_-NONE-,38478831,2,2022-09-27,40606565.32,,,,,Department of Defense,2048.0,6,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB15C0021_9700_-NONE-_-NONE-
W91CRB14C0048,IGF::OT::IGF  SWORD PROGRAM OFFICE (SPMO) SUPPORT,DEFINITIVE CONTRACT,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2015-01-01,2023-07-31,88294049.04,113940241.97,CONT_AWD_W91CRB14C0048_9700_-NONE-_-NONE-,CONT_AWD_W91CRB14C0048_9700_-NONE-_-NONE-,38478603,1,2023-06-21,113940241.97,,,,,Department of Defense,3133.0,9,Contract Expired,Expired,Contract/s Expired,,541690: OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB14C0048_9700_-NONE-_-NONE-
W91CRB14C0001,IGF::OT::IGF  SERVICES,DEFINITIVE CONTRACT,561990,ALL OTHER SUPPORT SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2013-11-01,2017-10-31,3645762.61,3645762.61,CONT_AWD_W91CRB14C0001_9700_-NONE-_-NONE-,CONT_AWD_W91CRB14C0001_9700_-NONE-_-NONE-,38478564,1,2019-10-03,3645762.61,,,,,Department of Defense,1460.0,4,Contract Expired,Expired,Contract/s Expired,,561990: ALL OTHER SUPPORT SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91CRB14C0001_9700_-NONE-_-NONE-
W91CRB11C0164,PROFESSIONAL STAFFING SUPPORT,DEFINITIVE CONTRACT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2011-08-03,2016-03-31,31806325.14,40799698.91,CONT_AWD_W91CRB11C0164_9700_-NONE-_-NONE-,CONT_AWD_W91CRB11C0164_9700_-NONE-_-NONE-,38477743,7,2020-04-07,40799698.91,,,,,Department of Defense,1702.0,5,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB11C0164_9700_-NONE-_-NONE-
W91CRB09C0023,SUPPORT TO SWORD PROJECT MANAGEMENT OFFICE,DEFINITIVE CONTRACT,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2009-01-01,2014-12-31,81955452.09,89703120.21,CONT_AWD_W91CRB09C0023_9700_-NONE-_-NONE-,CONT_AWD_W91CRB09C0023_9700_-NONE-_-NONE-,38476438,1,2023-06-22,89703120.21,,,,,Department of Defense,2190.0,6,Contract Expired,Expired,Contract/s Expired,,541690: OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W91CRB09C0023_9700_-NONE-_-NONE-
W91C9G23F0006,ENGINEERING SERVICES RELATED TO SUPPORT OF THE J-GHOST QRT U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2023-07-13,2024-07-12,1235875.01,1235875.01,CONT_AWD_W91C9G23F0006_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G23F0006_9700_W91C9G18D0003_9700,163406668,3,2023-09-29,1235875.01,,,,,Department of Defense,365.0,1,272,Active,6-12 months,3.0,541330: ENGINEERING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91C9G23F0006_9700_W91C9G18D0003_9700
W91C9G23F0003,ENGINEERING SERVICES RELATED TO SUPPORT OF THE J-CONDOR JFS U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2023-06-09,2023-09-30,464072.47,698080.77,CONT_AWD_W91C9G23F0003_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G23F0003_9700_W91C9G18D0003_9700,162705215,1,2023-06-09,698080.77,,,,,Department of Defense,113.0,0,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91C9G23F0003_9700_W91C9G18D0003_9700
W91C9G22F0005,ENGINEERING SERVICES RELATED TO SUPPORT OF THE J-DC2 QRT  U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2022-09-15,2023-09-14,784838.89,962973.42,CONT_AWD_W91C9G22F0005_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G22F0005_9700_W91C9G18D0003_9700,155018707,2,2022-09-15,962973.42,,,,,Department of Defense,364.0,1,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91C9G22F0005_9700_W91C9G18D0003_9700
W91C9G21F0009,ENGINEERING SERVICES RELATED TO THE EXECUTION OF THE JINX-ROCS QRT - U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2021-08-23,2022-08-31,1080067.83,1080067.83,CONT_AWD_W91C9G21F0009_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G21F0009_9700_W91C9G18D0003_9700,143917501,1,2022-08-17,1080067.83,,,,,Department of Defense,373.0,1,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W91C9G21F0009_9700_W91C9G18D0003_9700
W91C9G19F0014,IGF::OT::IGF  ENGINEERING SERVICES RELATED TO THE EXECUTION OF THE JOINT MILITARY APPLICATION OF THE SPACE ENVIRONMENT (J-MASE) QUICK REACTION TEST (QRT) U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-07-11,2020-07-11,961985.37,1000700.37,CONT_AWD_W91C9G19F0014_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G19F0014_9700_W91C9G18D0003_9700,88248263,3,2021-06-25,1000700.37,,,,,Department of Defense,366.0,1,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91C9G19F0014_9700_W91C9G18D0003_9700
W91C9G19F0009,JAMSV QRT  U400400,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-04-30,2020-07-06,799824.59,816912.59,CONT_AWD_W91C9G19F0009_9700_W91C9G18D0003_9700,CONT_AWD_W91C9G19F0009_9700_W91C9G18D0003_9700,88041682,4,2021-06-25,816912.59,,,,,Department of Defense,433.0,1,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W91C9G19F0009_9700_W91C9G18D0003_9700
W912NW22F0034,PASSIVE RADIO FREQUENCY IDENTIFICATION SITE SURVEY FOR THE CORPUS CHRISTI ARMY DEPOTM,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2022-02-28,2022-05-13,30772.24,30772.24,CONT_AWD_W912NW22F0034_9700_W52P1J17D0006_9700,CONT_AWD_W912NW22F0034_9700_W52P1J17D0006_9700,148952085,,2022-05-02,30772.24,,,,,Department of Defense,74.0,0,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912NW22F0034_9700_W52P1J17D0006_9700
W912NW22F0033,ARUBA WIRELESS ACCESS POINTS,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2022-03-03,2022-04-29,42120.0,42120.0,CONT_AWD_W912NW22F0033_9700_W52P1J16D0008_9700,CONT_AWD_W912NW22F0033_9700_W52P1J16D0008_9700,149013884,4,2022-03-24,42120.0,,,,,Department of Defense,57.0,0,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912NW22F0033_9700_W52P1J16D0008_9700
W912KZ21P0001,WEATHER COMPANY PILOTBRIEF,PURCHASE ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2020-11-01,2021-10-31,8280.0,8280.0,CONT_AWD_W912KZ21P0001_9700_-NONE-_-NONE-,CONT_AWD_W912KZ21P0001_9700_-NONE-_-NONE-,123888799,1,2020-10-28,8280.0,,,,,Department of Defense,364.0,1,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912KZ21P0001_9700_-NONE-_-NONE-
W912KZ20P0001,WEATHER COMPANY PILOTBRIEF - FY20,PURCHASE ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2019-11-01,2020-10-31,8280.0,8280.0,CONT_AWD_W912KZ20P0001_9700_-NONE-_-NONE-,CONT_AWD_W912KZ20P0001_9700_-NONE-_-NONE-,94048844,1,2021-10-07,8280.0,,,,,Department of Defense,365.0,1,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912KZ20P0001_9700_-NONE-_-NONE-
W912KZ18P0001,WSI PILOT BRIEF - FY18,PURCHASE ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2017-10-01,2019-09-30,13512.0,20268.0,CONT_AWD_W912KZ18P0001_9700_-NONE-_-NONE-,CONT_AWD_W912KZ18P0001_9700_-NONE-_-NONE-,38185613,1,2021-10-07,20268.0,,,,,Department of Defense,729.0,2,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912KZ18P0001_9700_-NONE-_-NONE-
W912HZ22F0019,P8 MAINTENANCE FY 22 P8 U434010,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2021-11-30,2022-11-30,210555.91,210555.91,CONT_AWD_W912HZ22F0019_9700_W52P1J16D0008_9700,CONT_AWD_W912HZ22F0019_9700_W52P1J16D0008_9700,146686034,1,2022-01-21,210555.91,,,,,Department of Defense,365.0,1,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912HZ22F0019_9700_W52P1J16D0008_9700
W912HZ21F0014,P8 MAINTENANCE FY21 U434010,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2020-11-19,2020-11-30,215279.1,215279.1,CONT_AWD_W912HZ21F0014_9700_W52P1J16D0008_9700,CONT_AWD_W912HZ21F0014_9700_W52P1J16D0008_9700,125383541,1,2021-05-26,215279.1,,,,,Department of Defense,11.0,0,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912HZ21F0014_9700_W52P1J16D0008_9700
W912HZ20F0017,P8 MAINTENANCE FY20 U434010,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2019-11-30,2019-11-30,259155.3,259155.3,CONT_AWD_W912HZ20F0017_9700_W52P1J16D0008_9700,CONT_AWD_W912HZ20F0017_9700_W52P1J16D0008_9700,95318162,1,2021-01-19,259155.3,,,,,Department of Defense,0.0,0,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912HZ20F0017_9700_W52P1J16D0008_9700
W912HQ23F0039,MINIMUM GUARANTEE - BASE YEAR,DELIVERY ORDER,541618,OTHER MANAGEMENT CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2023-01-30,2023-01-30,5000.0,5000.0,CONT_AWD_W912HQ23F0039_9700_W912HQ22D0004_9700,CONT_AWD_W912HQ23F0039_9700_W912HQ22D0004_9700,158652284,1,2023-01-30,5000.0,,,,,Corps of Engineers - Civil Works,0.0,0,Contract Expired,Expired,Contract/s Expired,,541618: OTHER MANAGEMENT CONSULTING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W912HQ23F0039_9700_W912HQ22D0004_9700
